total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
285921,730,683.571,6129,17,16.429,1294.391,3.305,3.095,27.747,0.077,0.074,0.82,,,,,,,,,20631,2186442,9.898,0.093,19296,0.087,0.035,28.2,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
286674,753,687.286,6139,10,14.857,1297.8,3.409,3.111,27.792,0.045,0.067,0.83,,,,,,,,,19222,2205664,9.985,0.087,20970,0.095,0.033,30.5,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
287300,626,665,6153,14,14.429,1300.634,2.834,3.011,27.855,0.063,0.065,0.84,,,,,,,,,23745,2229409,10.093,0.107,21439,0.097,0.031,32.2,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
288047,747,651.429,6162,9,13.429,1304.015,3.382,2.949,27.896,0.041,0.061,0.85,,,,,,,,,23722,2253131,10.2,0.107,21347,0.097,0.031,32.8,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
289215,1168,727.714,6175,13,13.286,1309.303,5.288,3.294,27.955,0.059,0.06,0.85,,,,,,,,,24022,2277153,10.309,0.109,21438,0.097,0.034,29.5,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
289215,0,650.714,6175,0,11.143,1309.303,0,2.946,27.955,0,0.05,0.84,,,,,,,,,22448,2299601,10.411,0.102,21717,0.098,0.03,33.4,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
289832,617,663,6190,15,11.143,1312.096,2.793,3.001,28.023,0.068,0.05,0.85,,,,,,,,,17612,2317213,10.49,0.08,21629,0.098,0.031,32.6,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
290445,613,646.286,6201,11,10.286,1314.871,2.775,2.926,28.073,0.05,0.047,0.85,,,,,,,,,22859,2340072,10.594,0.103,21947,0.099,0.029,34,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
290958,513,612,6209,8,10,1317.194,2.322,2.771,28.109,0.036,0.045,0.86,,,,,,,,,23680,2363752,10.701,0.107,22584,0.102,0.027,36.9,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
291588,630,612.571,6219,10,9.429,1320.046,2.852,2.773,28.154,0.045,0.043,0.86,,,,,,,,,25613,2389365,10.817,0.116,22851,0.103,0.027,37.3,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
292174,586,589.571,6231,12,9.857,1322.699,2.653,2.669,28.208,0.054,0.045,0.86,,,,,,,,,25537,2414902,10.932,0.116,23110,0.105,0.026,39.2,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
293261,1087,578,6244,13,9.857,1327.62,4.921,2.617,28.267,0.059,0.045,0.86,,,,,,,,,24956,2439858,11.045,0.113,23244,0.105,0.025,40.2,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
293261,0,578,6244,0,9.857,1327.62,0,2.617,28.267,0,0.045,0.85,,,,,,,,,23655,2463513,11.153,0.107,23416,0.106,0.025,40.5,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
293711,450,554.143,6255,11,9.286,1329.657,2.037,2.509,28.317,0.05,0.042,0.85,,,,,,,,,24231,2487744,11.262,0.11,24362,0.11,0.023,44,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
294193,482,535.429,6267,12,9.429,1331.839,2.182,2.424,28.371,0.054,0.043,0.85,,,,,,,,,24593,2512337,11.374,0.111,24609,0.111,0.022,46,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
294638,445,525.714,6274,7,9.286,1333.853,2.015,2.38,28.403,0.032,0.042,0.86,,,,,,,,,23441,2535778,11.48,0.106,24575,0.111,0.021,46.7,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
295053,415,495,6283,9,9.143,1335.732,1.879,2.241,28.444,0.041,0.041,0.86,,,,,,,,,23483,2559261,11.586,0.106,24271,0.11,0.02,49,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
295372,319,456.857,6284,1,7.571,1337.176,1.444,2.068,28.448,0.005,0.034,0.87,,,,,,,,,22434,2581695,11.688,0.102,23828,0.108,0.019,52.2,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
295636,264,339.286,6288,4,6.286,1338.371,1.195,1.536,28.466,0.018,0.028,0.88,,,,,,,,,21434,2603129,11.785,0.097,23324,0.106,0.015,68.7,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
295849,213,369.714,6294,6,7.143,1339.336,0.964,1.674,28.494,0.027,0.032,0.9,,,,,,,,,18017,2621146,11.866,0.082,22519,0.102,0.016,60.9,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
296149,300,348.286,6298,4,6.143,1340.694,1.358,1.577,28.512,0.018,0.028,0.92,,,,,,,,,20922,2642068,11.961,0.095,22046,0.1,0.016,63.3,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
297014,865,403,6328,30,8.714,1344.61,3.916,1.824,28.647,0.136,0.039,0.95,,,,,,,,,20440,2662508,12.053,0.093,21453,0.097,0.019,53.2,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
297512,498,410.571,6335,7,8.714,1346.864,2.254,1.859,28.679,0.032,0.039,0.96,,,,,,,,,21744,2684252,12.152,0.098,21211,0.096,0.019,51.7,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
298025,513,424.571,6340,5,8.143,1349.187,2.322,1.922,28.702,0.023,0.037,0.97,,,,,,,,,23218,2707470,12.257,0.105,21173,0.096,0.02,49.9,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
298025,0,379,6340,0,8,1349.187,0,1.716,28.702,0,0.036,0.97,,,,,,,,,24855,2732325,12.369,0.113,21519,0.097,0.018,56.8,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
298903,878,466.714,6345,5,8.143,1353.162,3.975,2.113,28.724,0.023,0.037,1,,,,,,,,,25384,2757709,12.484,0.115,22083,0.1,0.021,47.3,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
299233,330,483.429,6350,5,8,1354.655,1.494,2.189,28.747,0.023,0.036,1,,,,,,,,,20980,2778689,12.579,0.095,22506,0.102,0.021,46.6,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
299659,426,501.429,6359,9,8.714,1356.584,1.929,2.27,28.788,0.041,0.039,1.01,,,,,,,,,23521,2802210,12.686,0.106,22877,0.104,0.022,45.6,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
300030,371,430.857,6365,6,5.286,1358.264,1.68,1.951,28.815,0.027,0.024,1.02,,,,,,,,,22830,2825040,12.789,0.103,23219,0.105,0.019,53.9,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
300371,341,408.429,6370,5,5,1359.807,1.544,1.849,28.838,0.023,0.023,1.03,,,,,,,,,25081,2850121,12.903,0.114,23696,0.107,0.017,58,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
300955,584,418.571,6373,3,4.714,1362.451,2.644,1.895,28.851,0.014,0.021,1.05,,,,,,,,,29534,2879655,13.036,0.134,24598,0.111,0.017,58.8,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
301481,526,493.714,6379,6,5.571,1364.832,2.381,2.235,28.878,0.027,0.025,1.06,,,,,,,,,28724,2908379,13.167,0.13,25151,0.114,0.02,50.9,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
302020,539,445.286,6383,4,5.429,1367.272,2.44,2.016,28.896,0.018,0.025,1.07,,,,,,,,,31411,2939790,13.309,0.142,26012,0.118,0.017,58.4,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
302424,404,455.857,6389,6,5.571,1369.101,1.829,2.064,28.924,0.027,0.025,1.08,,,,,,,,,28823,2968613,13.439,0.13,27132,0.123,0.017,59.5,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
303089,665,490,6393,4,4.857,1372.112,3.011,2.218,28.942,0.018,0.022,1.09,,,,,,,,,27277,2995890,13.563,0.123,27669,0.125,0.018,56.5,,,,,,,,,,43.98,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
303634,545,514.857,6399,6,4.857,1374.579,2.467,2.331,28.969,0.027,0.022,1.1,,,,,,,,,29097,3024987,13.694,0.132,28564,0.129,0.018,55.5,,,,,,,,,,43.98,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
304386,752,573.571,6408,9,5.429,1377.984,3.404,2.597,29.01,0.041,0.025,1.11,,,,,,,,,31808,3056795,13.838,0.144,29525,0.134,0.019,51.5,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
305031,645,582.286,6415,7,6,1380.904,2.92,2.636,29.041,0.032,0.027,1.1,,,,,,,,,33865,3090660,13.992,0.153,30144,0.136,0.019,51.8,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
305671,640,598.571,6416,1,5.286,1383.801,2.897,2.71,29.046,0.005,0.024,1.1,,,,,,,,,35720,3126380,14.153,0.162,31143,0.141,0.019,52,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
306304,633,612,6420,4,5.286,1386.667,2.866,2.771,29.064,0.018,0.024,1.1,,,,,,,,,34544,3160924,14.31,0.156,31591,0.143,0.019,51.6,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
306886,582,637.429,6424,4,5,1389.301,2.635,2.886,29.082,0.018,0.023,1.09,,,,,,,,,33393,3194317,14.461,0.151,32243,0.146,0.02,50.6,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
307418,532,618.429,6432,8,5.571,1391.71,2.408,2.8,29.118,0.036,0.025,1.09,,,,,,,,,36155,3230472,14.625,0.164,33512,0.152,0.018,54.2,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
308217,799,654.714,6437,5,5.429,1395.327,3.617,2.964,29.141,0.023,0.025,1.09,,,,,,,,,33744,3264216,14.777,0.153,34176,0.155,0.019,52.2,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
309015,798,661.286,6444,7,5.143,1398.939,3.613,2.994,29.173,0.032,0.023,1.08,,,,,,,,,42299,3306515,14.969,0.191,35674,0.161,0.019,53.9,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
309581,566,650,6451,7,5.143,1401.502,2.562,2.943,29.204,0.032,0.023,1.07,,,,,,,,,37504,3344019,15.139,0.17,36194,0.164,0.018,55.7,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
310275,694,657.714,6457,6,5.857,1404.644,3.142,2.978,29.231,0.027,0.027,1.06,,,,,,,,,40167,3384186,15.321,0.182,36829,0.167,0.018,56,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
310841,566,648.143,6466,9,6.571,1407.206,2.562,2.934,29.272,0.041,0.03,1.06,,,,,,,,,36468,3420654,15.486,0.165,37104,0.168,0.017,57.2,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
311516,675,661.429,6474,8,7.143,1410.262,3.056,2.994,29.308,0.036,0.032,1.05,,,,,,,,,28887,3449541,15.616,0.131,36461,0.165,0.018,55.1,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
312263,747,692.143,6479,5,6.714,1413.643,3.382,3.133,29.331,0.023,0.03,1.04,,,,,,,,,32665,3482206,15.764,0.148,35962,0.163,0.019,52,,,,,,,,,,41.2,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
312806,543,655.571,6484,5,6.714,1416.102,2.458,2.968,29.354,0.023,0.03,1.04,,,,,,,,,32031,3514237,15.909,0.145,35717,0.162,0.018,54.5,,,,,,,,,,39.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
313431,625,630.857,6499,15,7.857,1418.931,2.829,2.856,29.422,0.068,0.036,1.03,,,,,,,,,34239,3548476,16.064,0.155,34566,0.156,0.018,54.8,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
313984,553,629,6507,8,8,1421.435,2.503,2.848,29.458,0.036,0.036,1.03,,,,,,,,,31697,3580173,16.208,0.143,33736,0.153,0.019,53.6,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
314616,632,620.143,6513,6,8,1424.296,2.861,2.807,29.485,0.027,0.036,1.02,,,,,,,,,35071,3615244,16.367,0.159,33008,0.149,0.019,53.2,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
314616,0,539.286,6513,0,6.714,1424.296,0,2.441,29.485,0,0.03,1.02,,,,,,,,,29518,3644762,16.5,0.134,32015,0.145,0.017,59.4,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
315727,1111,601.571,6523,10,7,1429.325,5.03,2.723,29.53,0.045,0.032,1.04,,,,,,,,,33772,3678534,16.653,0.153,32713,0.148,0.018,54.4,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
316351,624,584,6535,12,8,1432.15,2.825,2.644,29.585,0.054,0.036,1.04,,,,,,,,,24073,3702607,16.762,0.109,31486,0.143,0.019,53.9,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
316934,583,589.714,6544,9,8.571,1434.79,2.639,2.67,29.625,0.041,0.039,1.04,,,,,,,,,27614,3730221,16.887,0.125,30855,0.14,0.019,52.3,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
317595,661,594.857,6552,8,7.571,1437.782,2.992,2.693,29.662,0.036,0.034,1.04,,,,,,,,,31168,3761389,17.028,0.141,30416,0.138,0.02,51.1,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
318266,671,611.714,6558,6,7.286,1440.82,3.038,2.769,29.689,0.027,0.033,1.04,,,,,,,,,33898,3795287,17.182,0.153,30731,0.139,0.02,50.2,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
318932,666,616.571,6570,12,8.143,1443.835,3.015,2.791,29.743,0.054,0.037,1.04,,,,,,,,,33665,3828952,17.334,0.152,30530,0.138,0.02,49.5,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
319317,385,671.571,6580,10,9.571,1445.578,1.743,3.04,29.788,0.045,0.043,1.03,,,,,,,,,28893,3857845,17.465,0.131,30440,0.138,0.022,45.3,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
319848,531,588.714,6588,8,9.286,1447.981,2.404,2.665,29.824,0.036,0.042,1.04,,,,,,,,,26951,3884796,17.587,0.122,29466,0.133,0.02,50.1,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
320463,615,587.429,6601,13,9.429,1450.766,2.784,2.659,29.883,0.059,0.043,1.05,,,,,,,,,30022,3914818,17.723,0.136,30316,0.137,0.019,51.6,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
321218,755,612,6614,13,10,1454.184,3.418,2.771,29.942,0.059,0.045,1.06,,,,,,,,,28916,3943734,17.854,0.131,30502,0.138,0.02,49.8,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
321877,659,611.714,6621,7,9.857,1457.167,2.983,2.769,29.974,0.032,0.045,1.06,,,,,,,,,31862,3975596,17.998,0.144,30601,0.139,0.02,50,,,,,,,,,,67.13,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
322452,575,598,6638,17,11.429,1459.77,2.603,2.707,30.051,0.077,0.052,1.06,,,,,,,,,33901,4009497,18.151,0.153,30601,0.139,0.02,51.2,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
323019,567,583.857,6654,16,12,1462.337,2.567,2.643,30.123,0.072,0.054,1.07,,,,,,,,,32465,4041962,18.298,0.147,30430,0.138,0.019,52.1,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
323452,433,590.714,6659,5,11.286,1464.297,1.96,2.674,30.146,0.023,0.051,1.08,,,,,,,,,32062,4074024,18.443,0.145,30883,0.14,0.019,52.3,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
324034,582,598,6673,14,12.143,1466.932,2.635,2.707,30.209,0.063,0.055,1.1,,,,,,,,,27091,4101115,18.566,0.123,30903,0.14,0.019,51.7,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
324744,710,611.571,6692,19,13,1470.146,3.214,2.769,30.295,0.086,0.059,1.11,,,,,,,,,20954,4122069,18.661,0.095,29607,0.134,0.021,48.4,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
325480,736,608.857,6702,10,12.571,1473.478,3.332,2.756,30.341,0.045,0.057,1.13,,,,,,,,,26670,4148739,18.782,0.121,29286,0.133,0.021,48.1,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
326216,736,619.857,6715,13,13.429,1476.81,3.332,2.806,30.399,0.059,0.061,1.14,,,,,,,,,28531,4177270,18.911,0.129,28811,0.13,0.022,46.5,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
327063,847,658.714,6727,12,12.714,1480.644,3.834,2.982,30.454,0.054,0.058,1.16,,,,,,,,,27050,4204320,19.033,0.122,27832,0.126,0.024,42.3,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
327895,832,696.571,6736,9,11.714,1484.411,3.767,3.153,30.494,0.041,0.053,1.17,,,,,,,,,31009,4235329,19.174,0.14,27624,0.125,0.025,39.7,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
328602,707,735.714,6739,3,11.429,1487.612,3.201,3.331,30.508,0.014,0.052,1.18,,,,,,,,,28724,4264053,19.304,0.13,27147,0.123,0.027,36.9,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
329375,773,763,6745,6,10.286,1491.111,3.499,3.454,30.535,0.027,0.047,1.19,,,,,,,,,26492,4290545,19.424,0.12,27061,0.123,0.028,35.5,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
330200,825,779.429,6759,14,9.571,1494.846,3.735,3.529,30.599,0.063,0.043,1.2,,,,,,,,,27133,4317678,19.547,0.123,27944,0.127,0.028,35.9,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
331108,908,804,6775,16,10.429,1498.957,4.111,3.64,30.671,0.072,0.047,1.21,,,,,,,,,29477,4347155,19.68,0.133,28345,0.128,0.028,35.3,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
332186,1078,852.857,6795,20,11.429,1503.837,4.88,3.861,30.762,0.091,0.052,1.22,,,,,,,,,29449,4376604,19.813,0.133,28476,0.129,0.03,33.4,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
332993,807,847.143,6806,11,11.286,1507.49,3.653,3.835,30.811,0.05,0.051,1.23,,,,,,,,,32933,4409537,19.962,0.149,29317,0.133,0.029,34.6,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
333970,977,867.857,6823,17,12.429,1511.913,4.423,3.929,30.888,0.077,0.056,1.25,,,,,,,,,21688,4431225,20.061,0.098,27985,0.127,0.031,32.2,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
335093,1123,927.286,6835,12,13.714,1516.997,5.084,4.198,30.943,0.054,0.062,1.26,,,,,,,,,27665,4458890,20.186,0.125,27834,0.126,0.033,30,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
336260,1167,983.571,6849,14,14.857,1522.28,5.283,4.453,31.006,0.063,0.067,1.27,,,,,,,,,27953,4486843,20.312,0.127,28043,0.127,0.035,28.5,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
337573,1313,1053.286,6867,18,15.429,1528.224,5.944,4.768,31.088,0.081,0.07,1.28,,,,,,,,,27984,4514827,20.439,0.127,28164,0.128,0.037,26.7,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
338875,1302,1109.571,6893,26,16.857,1534.118,5.894,5.023,31.205,0.118,0.076,1.29,,,,,,,,,26565,4541392,20.559,0.12,27748,0.126,0.04,25,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
340251,1376,1152.143,6923,30,18.286,1540.348,6.229,5.216,31.341,0.136,0.083,1.29,,,,,,,,,32376,4573768,20.706,0.147,28166,0.128,0.041,24.4,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
